"","census_tract","Arsenic.Number_abovelimit_EPA","Arsenic.Number_abovelimit_NCGW","Arsenic.Number_at_or_below_LOD","Arsenic.Mean_avg","Arsenic.Med","Arsenic.Minimum","Arsenic.Maximum","Arsenic.Std","Arsenic.IQRange","Arsenic.Number_non_missing","Arsenic.Number_above_LOD","Arsenic.%_above_LOD","Arsenic.%_abovelimit_EPA","Arsenic.%_abovelimit_NCGW","Cadmium.Number_abovelimit_EPA","Cadmium.Number_abovelimit_NCGW","Cadmium.Number_at_or_below_LOD","Cadmium.Mean_avg","Cadmium.Med","Cadmium.Minimum","Cadmium.Maximum","Cadmium.Std","Cadmium.IQRange","Cadmium.Number_non_missing","Cadmium.Number_above_LOD","Cadmium.%_above_LOD","Cadmium.%_abovelimit_EPA","Cadmium.%_abovelimit_NCGW","Calcium.Number_at_or_below_LOD","Calcium.Mean_avg","Calcium.Med","Calcium.Minimum","Calcium.Maximum","Calcium.Std","Calcium.IQRange","Calcium.Number_non_missing","Calcium.Number_above_LOD","Calcium.%_above_LOD","Iron.Number_abovelimit_EPA","Iron.Number_abovelimit_NCGW","Iron.Number_at_or_below_LOD","Iron.Mean_avg","Iron.Med","Iron.Minimum","Iron.Maximum","Iron.Std","Iron.IQRange","Iron.Number_non_missing","Iron.Number_above_LOD","Iron.%_above_LOD","Iron.%_abovelimit_EPA","Iron.%_abovelimit_NCGW","Lead.Number_abovelimit_EPA","Lead.Number_abovelimit_NCGW","Lead.Number_at_or_below_LOD","Lead.Mean_avg","Lead.Med","Lead.Minimum","Lead.Maximum","Lead.Std","Lead.IQRange","Lead.Number_non_missing","Lead.Number_above_LOD","Lead.%_above_LOD","Lead.%_abovelimit_EPA","Lead.%_abovelimit_NCGW","Magnesium.Number_at_or_below_LOD","Magnesium.Mean_avg","Magnesium.Med","Magnesium.Minimum","Magnesium.Maximum","Magnesium.Std","Magnesium.IQRange","Magnesium.Number_non_missing","Magnesium.Number_above_LOD","Magnesium.%_above_LOD","Manganese.Number_abovelimit_EPA","Manganese.Number_abovelimit_NCGW","Manganese.Number_at_or_below_LOD","Manganese.Mean_avg","Manganese.Med","Manganese.Minimum","Manganese.Maximum","Manganese.Std","Manganese.IQRange","Manganese.Number_non_missing","Manganese.Number_above_LOD","Manganese.%_above_LOD","Manganese.%_abovelimit_EPA","Manganese.%_abovelimit_NCGW","Sodium.Number_at_or_below_LOD","Sodium.Mean_avg","Sodium.Med","Sodium.Minimum","Sodium.Maximum","Sodium.Std","Sodium.IQRange","Sodium.Number_non_missing","Sodium.Number_above_LOD","Sodium.%_above_LOD","Chromium.Number_abovelimit_EPA","Chromium.Number_abovelimit_NCGW","Chromium.Number_at_or_below_LOD","Chromium.Mean_avg","Chromium.Med","Chromium.Minimum","Chromium.Maximum","Chromium.Std","Chromium.IQRange","Chromium.Number_non_missing","Chromium.Number_above_LOD","Chromium.%_above_LOD","Chromium.%_abovelimit_EPA","Chromium.%_abovelimit_NCGW","Copper.Number_abovelimit_EPA","Copper.Number_abovelimit_NCGW","Copper.Number_at_or_below_LOD","Copper.Mean_avg","Copper.Med","Copper.Minimum","Copper.Maximum","Copper.Std","Copper.IQRange","Copper.Number_non_missing","Copper.Number_above_LOD","Copper.%_above_LOD","Copper.%_abovelimit_EPA","Copper.%_abovelimit_NCGW","Zinc.Number_abovelimit_EPA","Zinc.Number_abovelimit_NCGW","Zinc.Number_at_or_below_LOD","Zinc.Mean_avg","Zinc.Med","Zinc.Minimum","Zinc.Maximum","Zinc.Std","Zinc.IQRange","Zinc.Number_non_missing","Zinc.Number_above_LOD","Zinc.%_above_LOD","Zinc.%_abovelimit_EPA","Zinc.%_abovelimit_NCGW","Chloride.Number_at_or_below_LOD","Chloride.Mean_avg","Chloride.Med","Chloride.Minimum","Chloride.Maximum","Chloride.Std","Chloride.IQRange","Chloride.Number_non_missing","Chloride.Number_above_LOD","Chloride.%_above_LOD","Sulfate.Number_at_or_below_LOD","Sulfate.Mean_avg","Sulfate.Med","Sulfate.Minimum","Sulfate.Maximum","Sulfate.Std","Sulfate.IQRange","Sulfate.Number_non_missing","Sulfate.Number_above_LOD","Sulfate.%_above_LOD","TotalHardness.Number_at_or_below_LOD","TotalHardness.Mean_avg","TotalHardness.Med","TotalHardness.Minimum","TotalHardness.Maximum","TotalHardness.Std","TotalHardness.IQRange","TotalHardness.Number_non_missing","TotalHardness.Number_above_LOD","TotalHardness.%_above_LOD","TotalAlkalinity.Number_at_or_below_LOD","TotalAlkalinity.Mean_avg","TotalAlkalinity.Med","TotalAlkalinity.Minimum","TotalAlkalinity.Maximum","TotalAlkalinity.Std","TotalAlkalinity.IQRange","TotalAlkalinity.Number_non_missing","TotalAlkalinity.Number_above_LOD","TotalAlkalinity.%_above_LOD","Nitrate.Number_abovelimit_EPA","Nitrate.Number_abovelimit_NCGW","Nitrate.Number_at_or_below_LOD","Nitrate.Mean_avg","Nitrate.Med","Nitrate.Minimum","Nitrate.Maximum","Nitrate.Std","Nitrate.IQRange","Nitrate.Number_non_missing","Nitrate.Number_above_LOD","Nitrate.%_above_LOD","Nitrate.%_abovelimit_EPA","Nitrate.%_abovelimit_NCGW","Nitrite.Number_abovelimit_EPA","Nitrite.Number_abovelimit_NCGW","Nitrite.Number_at_or_below_LOD","Nitrite.Mean_avg","Nitrite.Med","Nitrite.Minimum","Nitrite.Maximum","Nitrite.Std","Nitrite.IQRange","Nitrite.Number_non_missing","Nitrite.Number_above_LOD","Nitrite.%_above_LOD","Nitrite.%_abovelimit_EPA","Nitrite.%_abovelimit_NCGW"
"282","37001021802",1,1,169,0.269945638890155,0.0201017,1.1929e-05,11,1.16771216881959,0.09476461,193,24,12.4352331606218,0.518134715025907,0.518134715025907,0,0,149,0.0119068906817782,0.00033206,8.16782e-08,0.345271,0.0435316461752304,0.0025259947,193,44,22.7979274611399,0,0,3,31133.8383527927,18000,310.032961,1160316.864,84526.6856499721,26154.0971,193,190,98.4455958549223,84,84,52,694.950718395337,162.865286,0.0971993,14000,1574.47861018511,562.934252,193,141,73.0569948186529,43.5233160621762,43.5233160621762,2,2,164,1.1699075708342,0.179417,0.000591861,18,2.64250637830435,0.7814525,193,29,15.0259067357513,1.03626943005181,1.03626943005181,6,9331.63863316062,8000,12.624915,60294.3462,8117.00605132315,8000,193,187,96.8911917098446,22,99,75,147.332364088083,50,0.245504,4320,357.517241426208,169.020358,193,118,61.139896373057,11.3989637305699,51.2953367875648,0,15908.0878727668,9700,1011.074495,220000,26539.9198023203,5400,193,193,100,0,2,126,0.858633904047409,0.0903188,5.57015e-06,55,4.49605072162233,0.3191413,193,67,34.7150259067358,0,1.03626943005181,0,0,122,17.9333226248705,2.891964,0.0161868,434.906796,48.7858653542332,11.130418,193,71,36.7875647668394,0,0,10,32,50,1250.44323869896,119.265522,0.0241509,76488.81945,5772.7546608425,588.548933,193,143,74.0932642487047,5.18134715025907,16.580310880829,50,16335.2559048446,6100,557.566107,226504.0606,33364.2003758432,10532.916941,193,143,74.0932642487047,72,10877.5040141762,4605.636381,318.001667,723245.9214,52230.6575923728,6442.440585,193,121,62.6943005181347,4,110650.594503617,86000,4663.964488,1877101.464,148836.400279489,96805.60055,193,189,97.9274611398964,0,104362.131980591,1e+05,2292.245534,429820.6111,66585.9677600298,85000,193,193,100,1,1,83,1095.44418651964,707.106781186547,707.106781186547,10000,1401.43892287981,0,101,18,17.8217821782178,0.99009900990099,0.99009900990099,0,0,100,71.3967110085691,70.7106781186548,70.7106781186548,140,6.89454521563693,0,101,1,0.99009900990099,0,0
"283","37001021803",0,0,175,0.231466041386047,0.0250299,9.857e-05,4.451136,0.647456401161112,0.087344055,215,40,18.6046511627907,0,0,0,1,156,0.0170361363175907,0.00024152,1.23659e-07,2,0.14154744365863,0.00172375755,215,59,27.4418604651163,0,0.465116279069767,5,38323.5325958558,14037.7709,758.157245,773157.2468,97024.7210262683,31456.035919,215,210,97.6744186046512,45,45,91,536.730558572093,68.06517,0.290265,18700.42322,1877.31004742288,186.83794,215,124,57.6744186046512,20.9302325581395,20.9302325581395,10,10,165,3.04548980986047,0.266798,0.00109429,112,11.5157150792594,1.0339613,215,50,23.2558139534884,4.65116279069767,4.65116279069767,7,6685.34666511163,4938.10166,45.706701,56372.59303,7474.82489998858,6000,215,208,96.7441860465116,27,93,95,129.847572995349,30,0.131508,2212.982879,262.365474458808,123.5591275,215,120,55.8139534883721,12.5581395348837,43.2558139534884,0,19702.5020383349,9600,1300,752973.2748,57303.2775360595,7295.3056895,215,215,100,0,2,137,0.637388320030233,0.0685039,8.21175e-05,41,3.02141974718229,0.2661949,215,78,36.2790697674419,0,0.930232558139535,1,1,124,38.1842949331628,3.49195,0.00443173,2110,160.890805636934,16.8989315,215,91,42.3255813953488,0.465116279069767,0.465116279069767,21,66,44,2107.67687009302,220,0.173748,53977.35856,6097.88085541691,1574.2924075,215,171,79.5348837209302,9.76744186046512,30.6976744186047,67,17185.6110854186,5500,161.712051,564005.1124,48265.6136058746,11316.8811605,215,148,68.8372093023256,109,12998.2729316047,2636.97861,43.738696,559256.921,52346.038561306,5594.110693,215,106,49.3023255813954,5,118221.599019865,66000,7000,1852682.806,214947.848115405,103000,215,210,97.6744186046512,0,99312.2988340837,68000,7000,671217.476,94082.8415546191,98500,215,215,100,0,0,84,1360.05760016256,707.106781186547,707.106781186547,9900,1439.19868397037,592.893218813453,121,37,30.5785123966942,0,0,0,0,120,71.6138956548642,70.7106781186548,70.7106781186548,180,9.93539289830411,0,121,1,0.826446280991736,0,0
"284","37001021901",0,0,292,0.178176361495322,0.0180725,1.25838e-05,4,0.523557136037385,0.09657364,342,50,14.6198830409357,0,0,0,0,251,0.00624965124198041,0.0001666315,4.38609e-08,0.420843,0.0293850969961707,0.001301835875,342,91,26.6081871345029,0,0,14,23858.4338460497,14000,734.597399,759685.3885,46188.5771652247,21720.84553075,342,328,95.906432748538,98,98,115,596.447319950292,82.6564055,0.212002,36000,2333.14014392922,353.7061195,342,227,66.3742690058479,28.6549707602339,28.6549707602339,7,7,276,1.44584278089181,0.268072,0.000297725,38.751094,4.66376135641773,0.756201225,342,66,19.2982456140351,2.04678362573099,2.04678362573099,20,6922.90470823099,5253.2862035,252.115479,79318.86512,6858.89349824576,5578.55695125,342,322,94.1520467836257,34,127,176,100.846755880117,20.9684535,0.116881,1300,170.863621279903,114.6229395,342,166,48.5380116959064,9.94152046783626,37.1345029239766,1,16078.3730863246,10000,931.095419,414228.018,29595.3593865883,6832.19488275,342,341,99.7076023391813,0,1,229,0.327813484691228,0.06207365,5.86554e-05,10.349958,0.922767164407985,0.187491975,342,113,33.0409356725146,0,0.292397660818713,2,2,191,37.9995766584211,4.933678,0.00203918,1978.254072,161.011892434141,15.02684425,342,151,44.1520467836257,0.584795321637427,0.584795321637427,24,71,89,1512.92780261404,110,0.201282,52458.68156,5082.29195882553,732.04283925,342,253,73.9766081871345,7.01754385964912,20.7602339181287,91,11302.973370614,6000,88.923958,190000,16397.8874421887,9417.6632885,342,251,73.3918128654971,168,6451.19130876901,3088.7030195,61.654674,171351.4891,12553.9532632848,4570.8570875,342,174,50.8771929824561,15,89057.4166105468,65000,7000,1545651.44,112082.255580172,77435.568335,342,327,95.6140350877193,0,91567.1079995614,74500,3741.162808,724424.0524,77587.4136552898,78000,342,342,100,6,6,106,3497.12709740641,707.106781186547,707.106781186547,150000,16593.5215583491,717.893218813453,152,46,30.2631578947368,3.94736842105263,3.94736842105263,0,0,150,73.9908007749882,70.7106781186548,70.7106781186548,530,37.3683058770957,0,152,2,1.31578947368421,0,0
"285","37001021902",3,3,161,0.542978314190722,0.0261264,0.000133721,21,2.09431181582401,0.11494175,194,33,17.0103092783505,1.54639175257732,1.54639175257732,1,1,144,0.0333310201067985,0.000236235,4.84931e-08,5,0.359511873771666,0.0022836943,194,50,25.7731958762887,0.515463917525773,0.515463917525773,4,27368.6807819639,15000,738.814906,336147.575,36793.771244843,27179.9458275,194,190,97.9381443298969,71,71,51,1177.81337497423,140,0.345289,66380.26763,5273.46949952299,591.70859775,194,143,73.7113402061856,36.5979381443299,36.5979381443299,3,3,159,1.39838544926804,0.2733165,0.000474668,25.677969,3.31953366890642,1.048637225,194,35,18.0412371134021,1.54639175257732,1.54639175257732,10,5562.82408842268,4000,13.343562,38652.14157,5683.71798856141,5176.857231,194,184,94.8453608247423,37,101,63,176.707068123711,50,0.252228,1840,286.839821098586,196.77352575,194,131,67.5257731958763,19.0721649484536,52.0618556701031,0,16477.1878990567,9247.8165995,1418.166428,356104.9081,30488.9370002569,7179.88718225,194,194,100,0,0,127,0.400829659917526,0.107399,0.000587028,8.097819,1.02167226931475,0.27930405,194,67,34.5360824742268,0,0,0,0,117,16.9669266587629,4.5104065,0.0306227,250,35.7043488875508,15.98619925,194,77,39.6907216494845,0,0,14,58,32,1567.56740496907,195,0.292586,38978.31633,4053.66603367328,1402.83878525,194,162,83.5051546391753,7.21649484536082,29.8969072164948,57,11846.4362730361,6225,42.225168,120000,17884.1385845795,7745.93258525,194,137,70.6185567010309,76,7516.1597103866,3987.8113095,79.930863,73477.13284,11246.1510063091,7053.17614275,194,118,60.8247422680412,7,84017.1514592217,53351.29259,3962.316769,562774.6784,87062.3580369993,84000,194,187,96.3917525773196,0,89264.8400038814,62650.88265,6000,560599.0093,85444.6845701036,86217.08171,194,194,100,0,0,72,1080.01705298416,707.106781186547,707.106781186547,5400,817.058270853547,392.893218813453,99,27,27.2727272727273,0,0,0,0,98,72.5216813699815,70.7106781186548,70.7106781186548,250,18.0192548362933,0,99,1,1.01010101010101,0,0
"286","37001022001",0,0,137,0.273573910938824,0.0381809,2.47466e-05,6,0.708310616410949,0.1303106425,170,33,19.4117647058824,0,0,0,0,123,0.0206527463048176,0.0002113675,4.58082e-07,1.384982,0.142276626018171,0.001425859225,170,47,27.6470588235294,0,0,4,27260.0199829235,14000,540.344519,620580.1002,52797.3283818574,25256.24974075,170,166,97.6470588235294,42,42,37,619.816185662353,68.5444405,0.0775286,13609.97353,1847.22977445457,248.30385375,170,133,78.2352941176471,24.7058823529412,24.7058823529412,6,6,133,8.627911382,0.229962,0.00292081,1160,89.0103218806896,1.2631288,170,37,21.7647058823529,3.52941176470588,3.52941176470588,4,9408.92959734706,7000,391.952891,71988.18131,9941.82702088092,8968.95752525,170,166,97.6470588235294,12,46,102,76.1541545405882,16.2930665,0.0607839,990,158.394241433143,57.15633075,170,68,40,7.05882352941176,27.0588235294118,0,18344.7406408235,11000,983.76598,358158.9827,32987.783943918,10268.0349255,170,170,100,0,3,72,0.641413160823529,0.0873887,0.000168445,12,1.80602117995832,0.326267875,170,98,57.6470588235294,0,1.76470588235294,0,1,68,51.1967368358824,6.236361,0.0474586,1020,149.101222854717,26.173462,170,102,60,0,0.588235294117647,11,32,28,1197.91546933882,121.734251,0.0290776,24825.05882,3368.53914621905,645.1501385,170,142,83.5294117647059,6.47058823529412,18.8235294117647,19,16448.4244755882,6519.845706,584.584888,242441.1623,30863.904238044,13294.95217275,170,151,88.8235294117647,51,17233.8425510471,3003.5706885,117.518711,1719993.479,132106.547241964,5659.9384305,170,119,70,4,107664.876110518,68304.64116,4105.242092,1553946.905,153167.321206715,84626.4985625,170,166,97.6470588235294,0,99208.4074423588,86331.919425,3996.812327,675414.9308,81949.1365120456,92541.353245,170,170,100,3,3,45,1646.45854082146,707.106781186547,707.106781186547,11000,2379.34512973156,392.893218813453,65,20,30.7692307692308,4.61538461538462,4.61538461538462,0,0,63,76.0734264842346,70.7106781186548,70.7106781186548,330,33.8503590942003,0,65,2,3.07692307692308,0,0
"287","37001022002",0,0,221,0.259767529351394,0.0208307,7.33341e-05,6,0.770040400513365,0.109706795,251,30,11.9521912350598,0,0,0,1,197,0.0185451457223769,0.000175132,1.12961e-08,2.5,0.165025467155228,0.00119723235,251,54,21.5139442231076,0,0.398406374501992,2,28621.2910482988,18000,222.75045,1173777.776,76284.6134883378,22000,251,249,99.203187250996,61,61,109,567.709364876494,60.127411,0.324921,19000,2060.34176764449,251.168804,251,142,56.5737051792829,24.3027888446215,24.3027888446215,4,4,222,3.39212295442231,0.228404,0.0011791,581,36.8078526044624,0.5929106,251,29,11.5537848605578,1.59362549800797,1.59362549800797,2,8727.27397243028,7000,15.615693,71189.16524,7644.17482427978,7000,251,249,99.203187250996,27,91,132,107.4515377251,22.956519,0.284167,1700,228.738163112237,82.6003705,251,119,47.4103585657371,10.7569721115538,36.2549800796813,0,28089.546336255,10000,925.714375,3127177.591,198953.89169597,7200,251,251,100,0,0,181,0.46464488961753,0.10117,2.0216e-05,8.363766,1.1307541525088,0.31977,251,70,27.8884462151394,0,0,1,1,165,29.1934359721116,3.927751,0.0100747,1455.34117,113.865488250647,15.5038255,251,86,34.2629482071713,0.398406374501992,0.398406374501992,20,73,62,1569.49217604064,160,0.0353842,47303.84788,4145.63431182315,1347.3400725,251,189,75.2988047808765,7.96812749003984,29.0836653386454,61,14266.657913996,6771.349469,486.647867,366796.9121,30748.6648697128,9385.580105,251,190,75.6972111553785,153,12344.4331730598,2402.475474,111.277631,1604140.047,101635.876186456,3594.515186,251,98,39.0438247011952,1,109138.669654331,78149.47247,1948.765526,1885811.493,177109.348985733,75000,251,250,99.601593625498,0,102114.909159382,90404.18176,1122.920675,861460.3386,89664.9736553462,79703.365495,251,251,100,3,3,116,1527.88562738727,707.106781186547,707.106781186547,18000,2376.65688813818,0,154,38,24.6753246753247,1.94805194805195,1.94805194805195,0,0,150,75.6272838818066,70.7106781186548,70.7106781186548,500,38.2457777266963,0,154,4,2.5974025974026,0,0
"288","37003040100",2,2,19,2.76892694444444,0.594643,0.0170158,23,5.28867110416011,1.7874155,27,8,29.6296296296296,7.40740740740741,7.40740740740741,0,0,25,0.00131816643884444,7.01478e-05,8.35158e-08,0.0117588,0.00296215574775805,0.00049436195,27,2,7.40740740740741,0,0,0,29224.6685177407,14000,3000,190247.713,39189.0645797399,20742.01025,27,27,100,13,13,6,1980.39605303704,241.120869,6.078133,17000,4477.91918825975,674.009295,27,21,77.7777777777778,48.1481481481481,48.1481481481481,0,0,25,1.04884461111111,0.106242,0.010512,12,2.59879216268812,0.48381705,27,2,7.40740740740741,0,0,1,3888.37589259259,3565.112756,358.430335,9250,2187.36146240696,3000,27,26,96.2962962962963,0,13,13,66.031135037037,40,0.098538,270,74.6794924819203,99.293056,27,14,51.8518518518518,0,48.1481481481481,0,12440.8737287407,7300,2735.705246,38935.60692,10175.9139786427,11878.914426,27,27,100,0,0,16,0.352207576296296,0.134291,0.00690857,1.678456,0.473986490121126,0.45018725,27,11,40.7407407407407,0,0,0,0,16,6.34096425555556,1.120563,0.0133636,90.923563,17.9390356355531,2.459727,27,11,40.7407407407407,0,0,0,0,13,60.4920534814815,13.017643,0.363194,820,164.312440590052,27.4086985,27,14,51.8518518518518,0,0,10,9218.12064522222,3142.792697,436.670253,67000,17035.5916595647,6497.964935,27,17,62.962962962963,7,23741.5888747778,5900,1175.340351,424684.7313,80557.4236161869,9061.6628235,27,20,74.0740740740741,0,76045.9845577778,55000,13000,274893.5801,61263.0296896342,67047.51302,27,27,100,0,69094.8016411852,51405.62066,5000,230321.6538,62084.9255419479,70386.182005,27,27,100,0,0,11,1252.16727638862,707.106781186547,707.106781186547,5100,1374.98492280339,0,13,2,15.3846153846154,0,0,0,0,13,70.7106781186548,70.7106781186548,70.7106781186548,70.7106781186548,0,0,13,0,0,0,0
"289","37003040200",4,4,65,1.92717118149351,0.25897,0.000482065,27,4.41259957335962,1.0789344,77,12,15.5844155844156,5.19480519480519,5.19480519480519,0,0,72,0.00658967707426831,5.63496e-05,5.63366e-09,0.281521,0.0332868010621019,0.000413174,77,5,6.49350649350649,0,0,1,19897.2462010519,12000,911.265411,213000,31116.4994741807,17265.852678,77,76,98.7012987012987,28,28,21,1154.02500205195,188.283464,1.515376,22625.99407,3260.10427770514,559.517263,77,56,72.7272727272727,36.3636363636364,36.3636363636364,0,0,74,0.649389074155844,0.10929,0.0010336,11,1.6981629977573,0.4056205,77,3,3.8961038961039,0,0,14,2107.76394441558,2000,200.191554,12040.17488,1941.59463626005,1695.164859,77,63,81.8181818181818,3,30,41,65.4634005324675,25.556655,0.110646,910,123.939643489911,64.811699,77,36,46.7532467532467,3.8961038961039,38.961038961039,0,11229.3699723766,6200,1242.33907,138500,19010.2892687048,6100,77,77,100,0,1,49,0.575066183246753,0.075853,0.00161938,14,1.82549198702875,0.3837224,77,28,36.3636363636364,0,1.2987012987013,0,0,48,7.08949946961039,1.933388,0.00179166,80,13.9131891576609,5.679454,77,29,37.6623376623377,0,0,0,0,37,46.4447188233766,10.466825,0.0791404,523.290843,88.1323859174986,46.487436,77,40,51.9480519480519,0,0,41,9947.44387083117,1852.476443,204.292583,423000,48908.9851642017,3864.761056,77,36,46.7532467532467,22,18126.3930113247,5621.427641,143.011044,4e+05,54859.7023297647,6965.15525,77,55,71.4285714285714,5,57530.3588771688,39000,7000,531000,76255.5402199925,40912.23668,77,72,93.5064935064935,0,42576.3294375844,38173.40926,7000,121000,26273.148710747,36000,77,77,100,0,0,39,776.445685262217,707.106781186547,707.106781186547,1710,229.428908328218,0,43,4,9.30232558139535,0,0,0,0,43,70.7106781186548,70.7106781186548,70.7106781186548,70.7106781186548,0,0,43,0,0,0,0
"290","37003040300",6,6,33,3.85837967025,0.527654,0.00038762,39,8.8980843759719,1.825713775,40,7,17.5,15,15,0,0,34,0.00106580797805,3.086755e-05,1.15343e-07,0.0149124,0.0028663307213972,0.0002135406,40,6,15,0,0,1,15598.835584725,13500,944.698587,43586.19175,11370.5210904101,19327.6206025,40,39,97.5,14,14,12,928.459805,120,1.299203,5498.428637,1562.10904512193,664.78817875,40,28,70,35,35,1,1,34,1.66033757025,0.155242,0.00256434,25,4.54073843436903,0.6861354,40,6,15,2.5,2.5,5,1805.79801315,1000,519.136788,10576.62826,1901.06208497322,1040.5881455,40,35,87.5,0,18,17,52.157018825,30,1.161118,230,54.1961581684961,69.57214475,40,23,57.5,0,45,0,6461.27369345,6650,1263.004942,12000,2868.87533641772,3950,40,40,100,0,0,28,0.185279135,0.06120235,0.00370021,1.83781,0.35175107262314,0.106792475,40,12,30,0,0,0,0,25,18.367193,0.8070775,0.0175391,240,43.8536774750343,9.325781,40,15,37.5,0,0,0,1,22,90.96546105,9.175,0.126402,1328.353331,242.421963388003,57.3814245,40,18,45,0,2.5,24,5328.589672125,1826.3020955,226.203636,67000,13943.2836769576,1781.6026405,40,16,40,12,6109.61942295,6136.726985,160.654957,24201.11322,4553.21936051509,6238.2552025,40,28,70,1,49128.71028745,43000,7000,164158.3919,36552.080383693,51000,40,39,97.5,0,47951.99983825,42500,1000,165037.5298,35398.5614693859,47183.92799,40,40,100,0,0,12,884.662955302755,707.106781186547,707.106781186547,2000,451.765798515621,0,14,2,14.2857142857143,0,0,0,0,14,70.7106781186548,70.7106781186548,70.7106781186548,70.7106781186548,0,0,14,0,0,0,0
"291","37003040400",1,1,41,0.912171212826087,0.2609555,0.00159387,11,1.96826488049403,0.511035075,46,5,10.8695652173913,2.17391304347826,2.17391304347826,0,0,46,0.000715769733652174,5.654005e-05,2.34996e-07,0.00618974,0.00148762100594915,0.0005826185,46,0,0,0,0,1,14381.8763341087,9239.802856,958.186995,73833.90686,15619.3681565202,9830.9289945,46,45,97.8260869565217,15,15,8,1065.70148086957,108.397759,1.096942,13493.6115,2435.13747713511,878.511798,46,38,82.6086956521739,32.6086956521739,32.6086956521739,0,0,44,0.810406480869565,0.183386,0.0025721,9,1.67866303885721,0.664033675,46,2,4.34782608695652,0,0,4,2476.73490028261,1961.284722,139.56303,11641.7185,2316.26231549786,1907.23208575,46,42,91.304347826087,0,24,20,47.8444743478261,50,0.406532,160,42.3151812605785,63.62742975,46,26,56.5217391304348,0,52.1739130434783,0,8946.67330436957,6469.569972,1857.8005,62000,9743.69124493307,3559.70592425,46,46,100,0,0,13,0.417520442173913,0.1194655,0.00166159,4.037656,0.742973222788526,0.500809675,46,33,71.7391304347826,0,0,0,0,13,13.147674923913,1.3740075,0.0120577,255.212095,40.6010768505322,4.62752725,46,33,71.7391304347826,0,0,0,0,8,92.8657846152174,15.8424585,0.0136953,515.35056,146.462161187698,95.33439075,46,38,82.6086956521739,0,0,12,2690.41886143478,1853.3522805,104.179762,15140.49172,3138.41103545307,2057.96780675,46,34,73.9130434782609,6,9285.78527965217,5523.45927,252.815791,123726.3126,18430.5544448135,6780.0496365,46,40,86.9565217391304,2,47992.8967378478,36272.22121,7000,208209.4653,42866.6716569334,25247.3325775,46,44,95.6521739130435,0,45052.5849665435,43422.409485,4233.148331,110000,26483.0852392003,39583.99379,46,46,100,0,0,6,805.330085889911,707.106781186547,707.106781186547,1100,181.874219520915,98.2233047033632,8,2,25,0,0,0,0,8,70.7106781186548,70.7106781186548,70.7106781186548,70.7106781186548,0,0,8,0,0,0,0
"292","37003040500",0,0,15,0.9234687946875,0.381257,0.000609175,4.503092,1.36741189778854,0.908015125,16,1,6.25,0,0,0,0,14,0.0034027844525,6.85471e-05,1.2508e-06,0.0350087,0.00951720762565635,0.00024858445,16,2,12.5,0,0,0,9804.949092,7000,391.868101,35165.27419,8930.58580351647,7254.59830175,16,16,100,4,4,5,491.2298086875,108.489823,2.779586,2550,782.276295284704,482.92438725,16,11,68.75,25,25,0,0,16,0.7369591875,0.310235,0.00290486,3.976182,1.08802002108554,1.02631713,16,0,0,0,0,0,1800.8873191875,2000,293.427734,4000,1127.95241838791,1482.5268835,16,16,100,0,4,10,29.8918524375,11.179489,0.135262,130,38.5621875583764,42.9023685,16,6,37.5,0,25,0,5267.2569580625,4533.478838,1231.962639,15996.57371,3531.21046705334,3030.52252,16,16,100,0,0,9,0.220721428125,0.04786735,0.00143034,1.13049,0.335960639422731,0.2423101425,16,7,43.75,0,0,0,0,9,6.32493999375,2.3537185,0.0960809,28.271389,8.57116246912548,6.87007425,16,7,43.75,0,0,0,0,5,60.1085194875,25.403294,0.0286388,230,76.9577006898681,80.95086775,16,11,68.75,0,0,8,1872.177657,1503.4341015,113.173682,7800,1970.66998016873,1049.21258,16,8,50,6,4275.9509935625,2291.4297975,377.081526,14000,4428.79495279365,6388.8992925,16,10,62.5,0,27963.3354711875,25093.73268,4430.06915,71000,18610.1393449957,15713.9198525,16,16,100,0,33215.5845225,28074.398345,7267.30304,73000,22355.0460967867,27250,16,16,100,0,0,6,763.234383874184,707.106781186547,707.106781186547,1100,148.499678397726,0,7,1,14.2857142857143,0,0,0,0,7,70.7106781186548,70.7106781186548,70.7106781186548,70.7106781186548,0,0,7,0,0,0,0
